Fa13.BD.MLB.DN 26|AB731631.1.2765 0.152947 790 0.248294
Sp13.BD.MM15.DD.A 720|HM856448.1.1440 0.005794 1427 0.005848
Sp13.BD.MM15.DD.A 734|EU801985.1.1479 0.005777 1471 0.005656
Sp13.BD.MM15.DD.A 1339|FN668105.1.1474 0.005749 1469 0.005636
Sp13.BD.MM15.DD.A 308|JN626511.1.1354 0.005620 1341 0.006036
Sp13.BD.MM15.DD.A 312|AY212658.1.1521 0.005517 1485 0.005350
Sp13.BD.MM15.DD.A 744|AY212606.1.1524 0.005263 1463 0.005181
Sp13.BD.MM15.DD.A 209|AY642706.1.1401 0.005091 1277 0.005742
Sp13.BD.MM15.DD.A 77|AB749063.1.1716 0.004939 1704 0.004174
Sp13.BD.MM15.DD.A 208|HM856533.1.1444 0.004733 1443 0.004724
Sp13.BD.MM15.DD.A 210|HM129944.1.1449 0.004353 1427 0.004393
Sp13.BD.MM15.DD.A 928|JN868983.1.1477 0.004238 1427 0.004277
Sp13.BD.MM15.DD.A 21|EU431827.1.1464 0.004054 1415 0.004126
Sp13.BD.MM15.DD.A 1034|HM856384.1.1422 0.003956 1413 0.004032
Sp13.BD.MM15.DD.A 356|AJ401108.1.1372 0.003856 1257 0.004418
Sp13.BD.MM15.DD.A 108|HM129595.1.1447 0.003669 1429 0.003698
Sp13.BD.MM15.DD.A 177|HM856394.1.1444 0.003560 1413 0.003628
Sp13.BD.MM15.DD.A 1088|GU305713.1.1448 0.003038 1447 0.003024
Sp13.BD.MM15.DD.A 35|FQ658568.1.1343 0.002472 1178 0.003022
Sp13.BD.MM15.DD.A 44|FJ916094.1.1516 0.001939 1477 0.001891
Sp13.BD.MM15.DD.A 203|HM856569.1.1447 0.001938 1443 0.001934
Sp13.BD.MM15.DD.A 150|FN668106.1.1476 0.001821 1442 0.001819
Sp13.BD.MM15.DD.A 1431|EU800951.1.1447 0.000506 1282 0.000568
Sp13.BD.MM15.SD 99|HE979801.1.1511 0.070406 1506 0.068145
Sp13.BD.MM15.SD 55|HM856500.1.1441 0.046350 1427 0.047345
Sp13.BD.MM15.SD 164|EU800077.1.1407 0.029199 1407 0.030250
Sp13.BD.MM15.SD 180|EU803972.1.1450 0.029083 1449 0.029256
Sp13.BD.MM15.SD 477|HM856514.1.1453 0.028758 1450 0.028910
Sp13.BD.MM15.SD 212|AB753961.1.1451 0.027230 1447 0.027430
Sp13.BD.MM15.SD 20|FN668226.1.1475 0.027179 1462 0.027098
Sp13.BD.MM15.SD 137|HM128747.1.1413 0.026591 1404 0.027607
Sp13.BD.MM15.SD 525|FJ612182.1.1498 0.025303 1496 0.024654
Sp13.BD.MM15.SD 73|FJ502260.1.1488 0.024589 1476 0.024283
Sp13.BD.MM15.SD 766|EU801573.1.1497 0.024438 1492 0.023875
Sp13.BD.MM15.SD 39|EU801301.1.1480 0.022237 1478 0.021931
Sp13.BD.MM15.SD 369|EU800816.1.1493 0.021250 1493 0.020747
Sp13.BD.MM15.SD 62|AACY020469740.331.1809 0.020170 1475 0.019933
Sp13.BD.MM15.SD 38|HQ324882.1.1478 0.017914 1405 0.018585
Sp13.BD.MM15.SD 45|EF043285.1.1782 0.017556 1752 0.014606
Sp13.BD.MM15.SD 19|GU305764.1.1479 0.017409 1474 0.017216
Sp13.BD.MM15.SD 130|FN668267.1.1475 0.017176 1475 0.016974
Sp13.BD.MM15.SD 1009|AUSH02000015.468.1961 0.016889 1482 0.016611
Sp13.BD.MM15.SD 760|FN668038.1.1504 0.016698 1501 0.016216
Sp13.BD.MM15.SD 100|HQ191408.1.2411 0.016026 1756 0.013303
Sp13.BD.MM15.SD 1271|EU801830.1.1499 0.015884 1486 0.015581
Sp13.BD.MM15.SD 582|EU800860.1.1489 0.014822 1484 0.014559
Sp13.BD.MM15.SD 471|EU801985.1.1479 0.014606 1479 0.014395
Sp13.BD.MM15.SD 416|EU803463.1.1270 0.014107 1266 0.016242
Sp13.BD.MM15.SD 423|EU801912.1.1498 0.013376 1498 0.013016
Sp13.BD.MM15.SD 646|GU305780.1.1493 0.012307 1489 0.012048
Sp13.BD.MM15.SD 655|EU800490.1.1476 0.011832 1476 0.011685
Sp13.BD.MM15.SD 315|GU305838.1.1486 0.011706 1480 0.011529
Sp13.BD.MM15.SD 189|AY947975.1.1412 0.011674 1411 0.012060
Sp13.BD.MM15.SD 993|FJ827865.1.1489 0.011586 1489 0.011342
Sp13.BD.MM15.SD 78|EU801389.1.1485 0.011490 1472 0.011378
Sp13.BD.MM15.SD 42|FN668204.1.1480 0.011126 1478 0.010973
Sp13.BD.MM15.SD 7|EU801266.1.1487 0.010745 1462 0.010713
Sp13.BD.MM15.SD 353|AJ575707.1.1442 0.010472 1440 0.010600
Sp13.BD.MM15.SD 48|FJ916094.1.1516 0.010454 1503 0.010139
Sp13.BD.MM15.SD 382|EU802033.1.1495 0.010453 1495 0.010192
Sp13.BD.MM15.SD 274|EU703387.1.1470 0.010326 1467 0.010260
Sp13.BD.MM15.SD 580|FN668181.1.1494 0.008843 1492 0.008639
Sp13.BD.MM15.SD 668|EU801138.1.1451 0.008483 1450 0.008528
Sp13.BD.MM15.SD 122|AY752108.1.1394 0.008173 1389 0.008577
Sp13.BD.MM15.SD 1302|HM128623.1.1440 0.008163 1436 0.008286
Sp13.BD.MM15.SD 194|HM856573.1.1433 0.008163 1430 0.008321
Sp13.BD.MM15.SD 201|FN668279.1.1481 0.007633 1479 0.007523
Sp13.BD.MM15.SD 343|EU234298.1.1510 0.007535 1477 0.007436
Sp13.BD.MM15.SD 312|JF429280.1.1446 0.007387 1437 0.007493
Sp13.BD.MM15.SD 2|HM856480.1.1443 0.007007 1362 0.007499
Sp13.BD.MM15.SD 171|AB771855.1.1667 0.006995 1626 0.006271
Sp13.BD.MM15.SD 276|FJ744961.1.1302 0.006769 1302 0.007578
Sp13.BD.MM15.SD 316|GU068021.1.1740 0.006617 1408 0.006850
Sp13.BD.MM15.SD 1105|HM856448.1.1440 0.006590 1435 0.006694
Sp13.BD.MM15.SD 533|JX448591.1.1333 0.006557 1332 0.007175
Sp13.BD.MM15.SD 775|EU801738.1.1482 0.006439 1480 0.006342
Sp13.BD.MM15.SD 505|AJ697701.1.1474 0.006389 1403 0.006638
Sp13.BD.MM15.SD 1126|GU305784.1.1481 0.006336 1480 0.006240
Sp13.BD.MM15.SD 1696|EU801906.1.1470 0.006242 1470 0.006190
Sp13.BD.MM15.SD 1404|FJ916097.1.1512 0.005656 1505 0.005478
Sp13.BD.MM15.SD 587|FN668105.1.1474 0.005616 1472 0.005561
Sp13.BD.MM15.SD 148|FN668111.1.1480 0.005317 1478 0.005244
Sp13.BD.MM15.SD 209|AY212606.1.1524 0.005233 1502 0.005078
Sp13.BD.MM15.SD 176|FJ612175.1.1411 0.005220 1321 0.005760
Sp13.BD.MM15.SD 114|JF901752.1.1405 0.004822 1171 0.006002
Sp13.BD.MM15.SD 68|KJ201907.67259.68729 0.004616 1430 0.004705
Sp13.BD.MM15.SD 328|AF316759.1.1492 0.004444 1479 0.004380
Sp13.BD.MM15.SD 72|FR683650.1.1439 0.004440 1353 0.004783
Sp13.BD.MM15.SD 675|FN668103.1.1487 0.004217 1434 0.004287
Sp13.BD.MM15.SD 222|HM129595.1.1447 0.004051 1238 0.004770
Sp13.BD.MM15.SD 1554|JQ941776.1.1393 0.003980 1389 0.004177
Sp13.BD.MM15.SD 313|FJ612352.1.1449 0.003950 1441 0.003996
Sp13.BD.MM15.SD 1142|HM856533.1.1444 0.003938 1443 0.003978
Sp13.BD.MM15.SD 26|JQIO01000292.890395.892182 0.003915 921 0.006196
Sp13.BD.MM15.SD 618|FJ612174.1.1445 0.003808 1419 0.003912
Sp13.BD.MM15.SD 800|AY821964.1.1587 0.003747 1524 0.003584
Sp13.BD.MM15.SD 693|DQ228391.1.1451 0.003529 1426 0.003607
Sp13.BD.MM15.SD 128|DQ316358.1.1315 0.003497 1284 0.003970
Sp13.BD.MM15.SD 293|FJ612187.1.1434 0.003460 1410 0.003577
Sp13.BD.MM15.SD 330|EU802021.1.1480 0.003458 1456 0.003462
Sp13.BD.MM15.SD 723|JN626511.1.1354 0.003429 1334 0.003747
Sp13.BD.MM15.SD 552|AY919735.1.1711 0.003398 1697 0.002919
Sp13.BD.MM15.SD 1168|EU800415.1.1480 0.003348 1471 0.003318
Sp13.BD.MM15.SD 211|HM856394.1.1444 0.002735 1352 0.002949
Sp13.BD.MM15.SD 139|AB749063.1.1716 0.002554 1690 0.002203
Sp13.BD.MM15.SD 76|FN668282.1.1495 0.002053 1373 0.002180
Sp13.BD.MM15.SD 1063|FJ800536.1.1472 0.002006 1457 0.002007
Sp13.BD.MM15.SD 1001|FQ658568.1.1343 0.001847 1252 0.002150
Sp13.BD.MM15.SD 1311|AY752106.1.1406 0.001813 1368 0.001932
Sp13.BD.MM15.SD 388|X65557.1.1772 0.001614 1662 0.001416
Sp13.BD.MM15.SD 352|JN868983.1.1477 0.001570 1462 0.001565
Sp13.BD.MM15.SD 1222|EU800500.1.1497 0.000973 1486 0.000954
Sp13.BD.MM15.SD 681|HM856572.1.1446 0.000904 1432 0.000920
Sp13.BD.MM15.SD 1261|GU127189.1.1207 0.000338 1187 0.000415
Sp13.BD.MM15.SD 267|AY480056.1.1333 0.000309 1165 0.000387
Sp13.BD.MM15.SD 84|EU803466.1.1428 0.000306 1414 0.000315
Sp13.BD.MM15.SD 712|EU800951.1.1447 0.000148 1432 0.000151
Sp13.BD.MM15.SN 141|HM856442.1.1457 0.068452 1454 0.068042
Sp13.BD.MM15.SN 32|EU801289.1.1497 0.040332 1493 0.039043
Sp13.BD.MM15.SN 835|JN626813.1.1334 0.036089 1333 0.039129
Sp13.BD.MM15.SN 639|HM856450.1.1435 0.034542 1434 0.034814
Sp13.BD.MM15.SN 404|EU803419.1.1450 0.034274 1447 0.034234
Sp13.BD.MM15.SN 10|JN626652.1.1352 0.033971 1349 0.036396
Sp13.BD.MM15.SN 505|AY752124.1.1378 0.030342 1378 0.031824
Sp13.BD.MM15.SN 743|JN869138.1.1528 0.029058 1525 0.027539
Sp13.BD.MM15.SN 64|EU800953.1.1493 0.028752 1477 0.028135
Sp13.BD.MM15.SN 42|EU801153.1.1477 0.026781 1472 0.026295
Sp13.BD.MM15.SN 764|EU801134.1.1499 0.023936 1496 0.023125
Sp13.BD.MM15.SN 442|HM856514.1.1453 0.022293 1451 0.022205
Sp13.BD.MM15.SN 262|EU801573.1.1497 0.020287 1493 0.019639
Sp13.BD.MM15.SN 1057|EF043285.1.1782 0.020137 1743 0.016698
Sp13.BD.MM15.SN 145|AB754159.1.1460 0.017864 1458 0.017708
Sp13.BD.MM15.SN 236|FJ502260.1.1488 0.017034 1453 0.016944
Sp13.BD.MM15.SN 54|HM128747.1.1413 0.017015 1408 0.017466
Sp13.BD.MM15.SN 234|GU305764.1.1479 0.016767 1468 0.016508
Sp13.BD.MM15.SN 441|EU801830.1.1499 0.016398 1491 0.015895
Sp13.BD.MM15.SN 1624|EU801622.1.1502 0.015447 1499 0.014894
Sp13.BD.MM15.SN 244|GU305780.1.1493 0.015007 1484 0.014616
Sp13.BD.MM15.SN 100|AACY020469740.331.1809 0.014942 1475 0.014641
Sp13.BD.MM15.SN 107|EU800300.1.1497 0.012922 1496 0.012484
Sp13.BD.MM15.SN 1211|AJ575498.1.1478 0.012718 1474 0.012470
Sp13.BD.MM15.SN 1775|FJ827886.1.1488 0.012313 1465 0.012147
Sp13.BD.MM15.SN 391|JN626777.1.1346 0.012248 1332 0.013290
Sp13.BD.MM15.SN 66|FN668106.1.1476 0.012041 1254 0.013878
Sp13.BD.MM15.SN 1391|GU305843.1.1490 0.011999 1479 0.011726
Sp13.BD.MM15.SN 19|EU801918.1.1492 0.011839 1405 0.012179
Sp13.BD.MM15.SN 641|EU802152.1.1466 0.011640 1417 0.011872
Sp13.BD.MM15.SN 383|EU801522.1.1490 0.011556 1482 0.011270
Sp13.BD.MM15.SN 258|FN668192.1.1485 0.010893 1415 0.011126
Sp13.BD.MM15.SN 465|FN668267.1.1475 0.010706 1469 0.010533
Sp13.BD.MM15.SN 540|FN668279.1.1481 0.010648 1481 0.010391
Sp13.BD.MM15.SN 241|EU801738.1.1482 0.009309 1474 0.009128
Sp13.BD.MM15.SN 1509|GQ480097.1.1521 0.009295 1504 0.008932
Sp13.BD.MM15.SN 613|AJ575707.1.1442 0.009254 1402 0.009540
Sp13.BD.MM15.SN 170|HM856573.1.1433 0.009073 1427 0.009189
Sp13.BD.MM15.SN 507|EU801578.1.1501 0.008979 1490 0.008710
Sp13.BD.MM15.SN 201|FJ612192.1.1499 0.008968 1496 0.008664
Sp13.BD.MM15.SN 803|FJ612257.1.1429 0.008613 1420 0.008766
Sp13.BD.MM15.SN 970|HE574393.1.1371 0.008367 1370 0.008827
Sp13.BD.MM15.SN 554|HQ191408.1.2411 0.007966 1746 0.006594
Sp13.BD.MM15.SN 1301|EU801985.1.1479 0.007949 1479 0.007768
Sp13.BD.MM15.SN 165|HM129768.1.1441 0.007469 1425 0.007575
Sp13.BD.MM15.SN 329|AY212606.1.1524 0.007150 1513 0.006830
Sp13.BD.MM15.SN 88|AY752108.1.1394 0.007027 1389 0.007312
Sp13.BD.MM15.SN 444|EU800799.1.1416 0.006808 1345 0.007316
Sp13.BD.MM15.SN 142|FN668111.1.1480 0.006751 1475 0.006615
Sp13.BD.MM15.SN 606|HM856502.1.1441 0.006513 1437 0.006551
Sp13.BD.MM15.SN 122|EU801906.1.1470 0.006370 1460 0.006306
Sp13.BD.MM15.SN 324|EU801912.1.1498 0.006283 1480 0.006136
Sp13.BD.MM15.SN 867|JN626511.1.1354 0.006219 1353 0.006643
Sp13.BD.MM15.SN 375|FJ827863.1.1488 0.006175 1487 0.006002
Sp13.BD.MM15.SN 83|EU800077.1.1407 0.006071 1404 0.006250
Sp13.BD.MM15.SN 303|HQ324882.1.1478 0.006005 1397 0.006213
Sp13.BD.MM15.SN 1681|AB771855.1.1667 0.005771 1649 0.005058
Sp13.BD.MM15.SN 213|HM856521.1.1435 0.005604 1432 0.005656
Sp13.BD.MM15.SN 302|EU801876.1.1485 0.005582 1473 0.005477
Sp13.BD.MM15.SN 71|AY212658.1.1521 0.005559 1512 0.005314
Sp13.BD.MM15.SN 491|FJ612352.1.1449 0.005523 1410 0.005661
Sp13.BD.MM15.SN 487|EU801138.1.1451 0.005271 1451 0.005250
Sp13.BD.MM15.SN 57|HM856480.1.1443 0.004934 1391 0.005127
Sp13.BD.MM15.SN 81|JQIO01000292.890395.892182 0.004876 1485 0.004746
Sp13.BD.MM15.SN 537|FJ612174.1.1445 0.004437 1438 0.004460
Sp13.BD.MM15.SN 694|AY821964.1.1587 0.004364 1522 0.004144
Sp13.BD.MM15.SN 530|DQ316368.1.1499 0.004321 1481 0.004217
Sp13.BD.MM15.SN 210|FJ744961.1.1302 0.004119 1255 0.004744
Sp13.BD.MM15.SN 230|HM856394.1.1444 0.004050 1335 0.004385
Sp13.BD.MM15.SN 34|JX448591.1.1333 0.003954 1326 0.004310
Sp13.BD.MM15.SN 729|HQ532763.1.1516 0.003847 1499 0.003709
Sp13.BD.MM15.SN 77|AY919774.1.1686 0.003665 1565 0.003385
Sp13.BD.MM15.SN 250|HM856533.1.1444 0.003465 1422 0.003522
Sp13.BD.MM15.SN 53|GU305745.1.1479 0.003261 1477 0.003191
Sp13.BD.MM15.SN 1333|JX223112.1.1498 0.003212 1455 0.003191
Sp13.BD.MM15.SN 20|FR683650.1.1439 0.003173 829 0.005532
Sp13.BD.MM15.SN 37|GU305784.1.1481 0.003150 1475 0.003087
Sp13.BD.MM15.SN 293|KJ201907.67259.68729 0.002954 1427 0.002992
Sp13.BD.MM15.SN 670|AF316759.1.1492 0.002653 1454 0.002637
Sp13.BD.MM15.SN 106|HM856569.1.1447 0.002635 1435 0.002654
Sp13.BD.MM15.SN 665|FJ612132.1.1468 0.002252 1099 0.002962
Sp13.BD.MM15.SN 194|HM128661.1.1469 0.001955 1424 0.001984
Sp13.BD.MM15.SN 176|JN868983.1.1477 0.001772 1401 0.001828
Sp13.BD.MM15.SN 605|FQ658568.1.1343 0.001746 1301 0.001940
Sp13.BD.MM15.SN 9|EU800363.1.1479 0.001717 1469 0.001689
Sp13.BD.MM15.SN 586|X65557.1.1772 0.001676 1642 0.001475
Sp13.BD.MM15.SN 631|HM856572.1.1446 0.000513 1438 0.000516
Sp13.BD.MM15.SN 84|EU801399.1.1441 0.000135 1426 0.000137
Su13.BD.MLB.DD 237|EU801147.1.1480 0.052517 1479 0.051710
Su13.BD.MLB.DD 272|EU801142.1.1450 0.037210 1449 0.037397
Su13.BD.MLB.DD 84|HE600664.2.1467 0.032866 1466 0.032648
Su13.BD.MLB.DD 182|EU802061.1.1487 0.029267 1484 0.028720
Su13.BD.MLB.DD 93|KJ925178.1.1666 0.025334 1652 0.022332
Su13.BD.MLB.DD 67|AQZL01000003.2328.3750 0.023771 1351 0.025623
Su13.BD.MLB.DD 226|AJ575532.1.1471 0.022351 1471 0.022127
Su13.BD.MLB.DD 340|FJ827890.1.1486 0.017037 1485 0.016707
Su13.BD.MLB.DD 266|EU234298.1.1510 0.016612 1486 0.016280
Su13.BD.MLB.DD 654|AZHS01000013.11871.13367 0.016477 1496 0.016039
Su13.BD.MLB.DD 178|KC153532.1.1773 0.015993 1769 0.013166
Su13.BD.MLB.DD 494|JX448581.1.1299 0.014027 1252 0.016316
Su13.BD.MLB.DD 69|HQ860526.1.1449 0.013430 1427 0.013705
Su13.BD.MLB.DD 1293|EU800509.1.1479 0.013393 1476 0.013214
Su13.BD.MLB.DD 603|JQ906009.1.1397 0.012926 1389 0.013552
Su13.BD.MLB.DD 135|EU117805.1.1508 0.012895 1508 0.012453
Su13.BD.MLB.DD 298|AJ575542.1.1471 0.012435 1470 0.012319
Su13.BD.MLB.DD 262|FJ916097.1.1512 0.011898 1505 0.011513
Su13.BD.MLB.DD 306|EU800860.1.1489 0.011731 1484 0.011512
Su13.BD.MLB.DD 530|EU801266.1.1487 0.010765 1477 0.010614
Su13.BD.MLB.DD 942|EU803473.1.1478 0.010367 1473 0.010249
Su13.BD.MLB.DD 8|EU803358.1.1295 0.010048 1273 0.011495
Su13.BD.MLB.DD 156|JQ994349.1.1473 0.009564 1473 0.009455
Su13.BD.MLB.DD 98|AB971093.1.1458 0.009457 1435 0.009597
Su13.BD.MLB.DD 48|EU800953.1.1493 0.009437 1491 0.009217
Su13.BD.MLB.DD 141|HQ008541.1.1504 0.009255 1504 0.008961
Su13.BD.MLB.DD 71|FJ612377.1.1496 0.009056 1485 0.008881
Su13.BD.MLB.DD 138|GU305742.1.1480 0.008948 1474 0.008840
Su13.BD.MLB.DD 66|FJ612248.1.1473 0.008937 1470 0.008853
Su13.BD.MLB.DD 19|FQ658925.1.1377 0.008851 1373 0.009388
Su13.BD.MLB.DD 783|GQ130151.1.1450 0.008781 1368 0.009348
Su13.BD.MLB.DD 36|FJ827875.1.1488 0.008575 1488 0.008392
Su13.BD.MLB.DD 169|KC253359.1.1479 0.008560 1411 0.008835
Su13.BD.MLB.DD 225|HQ219456.1.2255 0.008519 2184 0.005680
Su13.BD.MLB.DD 362|DQ316355.1.1493 0.008216 1493 0.008014
Su13.BD.MLB.DD 95|GQ340110.1.1425 0.008203 1422 0.008401
Su13.BD.MLB.DD 109|AF418943.1.1444 0.008142 1372 0.008642
Su13.BD.MLB.DD 365|GU290077.1.1764 0.007975 1756 0.006614
Su13.BD.MLB.DD 503|AY919770.1.1712 0.007803 1586 0.007165
Su13.BD.MLB.DD 655|GU068021.1.1740 0.007698 1700 0.006594
Su13.BD.MLB.DD 64|GQ340170.1.1359 0.007572 1338 0.008241
Su13.BD.MLB.DD 42|GU305843.1.1490 0.007493 1412 0.007728
Su13.BD.MLB.DD 620|EU800572.1.1449 0.007446 1448 0.007488
Su13.BD.MLB.DD 243|EU104111.1.1497 0.007435 1449 0.007472
Su13.BD.MLB.DD 416|GU067879.1.1774 0.007365 1767 0.006070
Su13.BD.MLB.DD 3|JQIO01000292.890395.892182 0.007283 1489 0.007123
Su13.BD.MLB.DD 57|DQ244024.1.1763 0.006997 1755 0.005806
Su13.BD.MLB.DD 992|AACY020469740.331.1809 0.006861 1464 0.006825
Su13.BD.MLB.DD 20|EU801113.1.1479 0.006773 1478 0.006673
Su13.BD.MLB.DD 76|AB154309.1.1436 0.006390 1435 0.006485
Su13.BD.MLB.DD 148|FJ612421.1.1485 0.006388 1459 0.006376
Su13.BD.MLB.DD 379|HM128747.1.1413 0.006379 1391 0.006678
Su13.BD.MLB.DD 325|EU801985.1.1479 0.006302 1471 0.006239
Su13.BD.MLB.DD 51|JN656901.1.1521 0.006040 1508 0.005833
Su13.BD.MLB.DD 701|JN626667.1.1336 0.005928 1336 0.006462
Su13.BD.MLB.DD 113|FN668212.1.1505 0.005860 1017 0.008391
Su13.BD.MLB.DD 205|HM856519.1.1451 0.005810 1379 0.006136
Su13.BD.MLB.DD 87|EU800770.1.1485 0.005679 1479 0.005592
Su13.BD.MLB.DD 722|EU703454.1.1487 0.005517 1480 0.005429
Su13.BD.MLB.DD 932|JN656832.1.1487 0.005490 1391 0.005748
Su13.BD.MLB.DD 563|JN656748.1.1486 0.005344 1470 0.005294
Su13.BD.MLB.DD 23|AY947975.1.1412 0.005269 1395 0.005500
Su13.BD.MLB.DD 199|FJ827871.1.1494 0.005245 1461 0.005228
Su13.BD.MLB.DD 22|EU801039.1.1483 0.005185 1445 0.005225
Su13.BD.MLB.DD 684|EU803487.1.1490 0.005009 1399 0.005214
Su13.BD.MLB.DD 752|HM128623.1.1440 0.005005 1432 0.005090
Su13.BD.MLB.DD 764|EU266892.1.1476 0.004962 1476 0.004896
Su13.BD.MLB.DD 329|JQ994351.1.1479 0.004955 1344 0.005369
Su13.BD.MLB.DD 465|FN668338.1.1471 0.004834 1402 0.005021
Su13.BD.MLB.DD 247|HQ219416.1.2461 0.004823 2435 0.002884
Su13.BD.MLB.DD 901|AB930620.1.1414 0.004803 1385 0.005050
Su13.BD.MLB.DD 556|AB771907.1.1658 0.004748 1654 0.004180
Su13.BD.MLB.DD 236|EU801389.1.1485 0.004694 1484 0.004606
Su13.BD.MLB.DD 645|EU802115.1.1482 0.004678 1350 0.005046
Su13.BD.MLB.DD 1263|HE648177.1.1522 0.004577 1318 0.005057
Su13.BD.MLB.DD 487|HM446120.1.1440 0.004445 1440 0.004495
Su13.BD.MLB.DD 611|FN668296.1.1471 0.004423 1471 0.004379
Su13.BD.MLB.DD 294|GQ340244.1.1441 0.004337 1287 0.004907
Su13.BD.MLB.DD 431|FJ502278.1.1484 0.004231 1484 0.004152
Su13.BD.MLB.DD 183|EU800363.1.1479 0.004222 1479 0.004157
Su13.BD.MLB.DD 101|AY919808.1.1679 0.004216 1583 0.003878
Su13.BD.MLB.DD 259|HM128588.1.1439 0.004171 1403 0.004329
Su13.BD.MLB.DD 558|AB753961.1.1451 0.004118 1449 0.004139
Su13.BD.MLB.DD 420|HM856535.1.1436 0.004085 1435 0.004146
Su13.BD.MLB.DD 415|KC253327.1.1517 0.004069 1284 0.004615
Su13.BD.MLB.DD 152|HQ532388.1.1508 0.004021 1508 0.003883
Su13.BD.MLB.DD 17|GU305821.1.1234 0.003950 1225 0.004696
Su13.BD.MLB.DD 916|FJ744961.1.1302 0.003872 1297 0.004347
Su13.BD.MLB.DD 85|KF596564.1.1479 0.003842 1385 0.004040
Su13.BD.MLB.DD 436|HM856500.1.1441 0.003829 1312 0.004250
Su13.BD.MLB.DD 80|AB164406.1.1225 0.003781 1222 0.004506
Su13.BD.MLB.DD 490|FJ916094.1.1516 0.003759 1490 0.003674
Su13.BD.MLB.DD 280|JN868983.1.1477 0.003725 1475 0.003678
Su13.BD.MLB.DD 188|AY752119.1.1395 0.003713 1389 0.003893
Su13.BD.MLB.DD 857|EU803670.1.1491 0.003641 1461 0.003629
Su13.BD.MLB.DD 117|HM129165.1.1437 0.003563 1435 0.003616
Su13.BD.MLB.DD 192|FJ612436.1.1451 0.003542 1447 0.003565
Su13.BD.MLB.DD 38|FN668201.1.1468 0.003537 1468 0.003509
Su13.BD.MLB.DD 806|HE574393.1.1371 0.003532 1369 0.003757
Su13.BD.MLB.DD 1202|FJ916092.1.1506 0.003378 1495 0.003290
Su13.BD.MLB.DD 565|JN547303.1.1573 0.003374 1491 0.003295
Su13.BD.MLB.DD 29|EU801876.1.1485 0.003330 1458 0.003326
Su13.BD.MLB.DD 62|JN869224.1.1554 0.003292 1520 0.003154
Su13.BD.MLB.DD 288|FN690044.1.1666 0.003258 1624 0.002921
Su13.BD.MLB.DD 162|EU800835.1.1493 0.003173 1158 0.003990
Su13.BD.MLB.DD 1021|AB622337.1.1636 0.003145 1553 0.002949
Su13.BD.MLB.DD 413|FN668303.1.1462 0.003118 1298 0.003498
Su13.BD.MLB.DD 509|FN668267.1.1475 0.003021 1458 0.003017
Su13.BD.MLB.DD 13|HM856570.1.1436 0.002940 1432 0.002990
Su13.BD.MLB.DD 297|EU800642.1.1476 0.002667 1230 0.003158
Su13.BD.MLB.DD 816|JN038741.1.1494 0.002633 1389 0.002761
Su13.BD.MLB.DD 452|AB753937.1.1456 0.002478 1381 0.002613
Su13.BD.MLB.DD 395|EU803741.1.1483 0.002417 1483 0.002373
Su13.BD.MLB.DD 295|GU067973.1.1763 0.002412 1668 0.002106
Su13.BD.MLB.DD 571|GQ340067.1.1366 0.002322 1351 0.002503
Su13.BD.MLB.DD 442|EU803605.1.1475 0.002262 1400 0.002353
Su13.BD.MLB.DD 980|HM856568.1.1440 0.002256 1433 0.002293
Su13.BD.MLB.DD 450|GU305838.1.1486 0.002254 1440 0.002279
Su13.BD.MLB.DD 193|EU801454.1.1496 0.002247 1427 0.002293
Su13.BD.MLB.DD 1501|JPFM01000209.2091.3300 0.002171 1194 0.002648
Su13.BD.MLB.DD 221|FJ800523.1.1472 0.002154 1451 0.002162
Su13.BD.MLB.DD 12|GQ340114.1.1386 0.002091 1375 0.002215
Su13.BD.MLB.DD 1473|FJ827858.1.1495 0.002044 1488 0.002000
Su13.BD.MLB.DD 125|GQ340346.1.1390 0.002014 1328 0.002209
Su13.BD.MLB.DD 309|FJ612352.1.1449 0.001881 1331 0.002058
Su13.BD.MLB.DD 15|HM856539.1.1433 0.001874 1427 0.001912
Su13.BD.MLB.DD 328|JQ941772.1.1397 0.001866 1198 0.002268
Su13.BD.MLB.DD 943|JN032909.1.1407 0.001843 1396 0.001923
Su13.BD.MLB.DD 303|HM856448.1.1440 0.001810 1440 0.001830
Su13.BD.MLB.DD 281|EU800490.1.1476 0.001717 1476 0.001694
Su13.BD.MLB.DD 476|AB771796.1.1673 0.001685 1655 0.001483
Su13.BD.MLB.DD 579|AY752126.1.1426 0.001570 1426 0.001603
Su13.BD.MLB.DD 832|FJ827863.1.1488 0.001556 1487 0.001524
Su13.BD.MLB.DD 981|EU800447.1.1527 0.001549 1382 0.001632
Su13.BD.MLB.DD 824|EU800799.1.1416 0.001529 1356 0.001642
Su13.BD.MLB.DD 228|FJ827870.1.1488 0.001429 1467 0.001419
Su13.BD.MLB.DD 540|AY919820.1.1717 0.001403 1645 0.001242
Su13.BD.MLB.DD 438|JN941872.1.1446 0.001384 1442 0.001398
Su13.BD.MLB.DD 581|FJ800537.1.1470 0.001381 1454 0.001383
Su13.BD.MLB.DD 181|EU117950.1.1505 0.001359 1504 0.001316
Su13.BD.MLB.DD 467|GU305803.1.1484 0.001340 1185 0.001647
Su13.BD.MLB.DD 91|HM856480.1.1443 0.001314 1343 0.001425
Su13.BD.MLB.DD 251|HM856401.1.1436 0.001299 1419 0.001333
